transaction_id,order_id,customer_id,product_id,transaction_date,transaction_timestamp,quantity,unit_price,subtotal,tax_amount,tax_rate,shipping_cost,discount_amount,discount_percent,total_amount,is_gift,notes,payment_status,payment_method,shipping_method,channel,region,order_status,source_file,loaded_at
TXN-0BFC0C81,ORD-0000003923,CUS-00000549,PRD-000371,2023-04-30,2023-04-30,2,300.12,600.24,48.02,0.08,20.91,0.0,0.0,669.17,true,,failed,bank_transfer,,partner,North America,REFUNDED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-B6131920,ORD-0000004968,CUS-00000522,PRD-000394,2023-06-13,2023-06-13,8,798.3,6386.4,383.18,0.08,12.62,1596.6,25.0,5185.599999999999,false,,refunded,crypto,,store,Middle East,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-A4918B46,ORD-0000000735,CUS-00000762,PRD-000010,2022-07-06,2022-07-06,5,246.29,1231.45,221.66,0.2,16.0,123.15,10.0,1345.96,true,,refunded,cash_on_delivery,express,web,Middle East,CANCELLED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-035B7656,ORD-0000000386,CUS-00000277,PRD-000495,2023-08-07,2023-08-07,9,800.84,7207.56,1081.13,0.2,14.59,1801.89,25.0,6501.39,true,,pending,debit_card,,partner,Asia Pacific,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-CB046E53,ORD-0000003410,CUS-00000467,PRD-000376,2024-08-16,2024-08-16,10,719.08,7190.8,719.08,0.1,2.24,0.0,0.0,7912.12,false,,pending,bank_transfer,overnight,web,Europe,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-CD60A729,ORD-0000002979,CUS-00000822,PRD-000134,2024-03-05,2024-03-05,5,247.93,1239.65,49.59,0.05,14.83,247.93,20.0,1056.1399999999999,true,,failed,bank_transfer,,store,Europe,CANCELLED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-92D4D797,ORD-0000004633,CUS-00000589,PRD-000462,2022-03-02,2022-03-02,9,387.63,3488.67,0.0,0.0,15.43,0.0,0.0,3504.1,true,,failed,crypto,overnight,mobile,Asia Pacific,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-C6478009,ORD-0000001774,CUS-00000766,PRD-000248,2024-10-09,2024-10-09,1,993.72,993.72,188.81,0.2,13.23,49.69,5.0,1146.07,true,,paid,debit_card,express,mobile,Latin America,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-07111AC4,ORD-0000002843,CUS-00000489,PRD-000452,2022-11-18,2022-11-18,1,786.27,786.27,0.0,0.0,16.21,0.0,0.0,802.48,true,,refunded,crypto,express,mobile,Latin America,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-096EEBB0,ORD-0000001135,CUS-00000133,PRD-000271,2023-06-19,2023-06-19,6,217.14,1302.84,0.0,0.0,2.37,130.28,10.0,1174.9299999999998,false,,pending,paypal,pickup,mobile,Latin America,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-3F93AE8E,ORD-0000001600,CUS-00000730,PRD-000398,2022-12-05,2022-12-05,5,375.43,1877.15,0.0,0.0,11.34,281.57,15.0,1606.9199999999998,false,,paid,crypto,standard,web,North America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-C77D1D02,ORD-0000001589,CUS-00000489,PRD-000463,2022-10-25,2022-10-25,8,76.23,609.84,40.55,0.07,2.93,30.49,5.0,622.8299999999999,false,Express delivery requested,paid,paypal,standard,store,Middle East,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-741D8C11,ORD-0000000470,CUS-00000032,PRD-000006,2022-06-17,2022-06-17,4,173.47,693.88,0.0,0.0,3.61,0.0,0.0,697.49,true,,pending,paypal,express,web,Latin America,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-276A6A3B,ORD-0000003887,CUS-00000608,PRD-000441,2022-04-08,2022-04-08,4,104.89,419.56,41.96,0.1,17.18,0.0,0.0,478.7,true,,refunded,credit_card,express,partner,Asia Pacific,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-34ECC050,ORD-0000002665,CUS-00000061,PRD-000201,2023-04-07,2023-04-07,2,822.52,1645.04,86.36,0.07,11.79,411.26,25.0,1331.93,false,Special instructions: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,failed,debit_card,standard,mobile,Europe,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-F6ACF493,ORD-0000001727,CUS-00000329,PRD-000158,2024-11-23,2024-11-23,0,809.49,0.0,0.0,0.08,23.05,0.0,15.0,23.05,true,,pending,debit_card,pickup,store,Asia Pacific,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-18C39A66,ORD-0000003035,CUS-00000194,PRD-000416,2024-01-22,2024-01-22,5,830.93,4154.65,186.96,0.05,24.42,415.46,10.0,3950.57,true,,refunded,paypal,standard,phone,North America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-DA4E9234,ORD-0000000714,CUS-00000748,PRD-000399,2022-06-20,2022-06-20,6,659.3,3955.8,791.16,0.2,0.26,0.0,0.0,4747.22,true,,failed,cash_on_delivery,overnight,mobile,Latin America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-B7FB60B9,ORD-0000004774,CUS-00000921,PRD-000201,2023-06-27,2023-06-27,1,822.52,822.52,74.03,0.1,-3.14,82.25,10.0,811.16,true,,failed,crypto,standard,web,Asia Pacific,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-8AF9281D,ORD-0000004019,CUS-00000575,PRD-000089,2022-09-12,2022-09-12,-5,542.22,2711.1,189.78,0.07,14.2,0.0,0.0,-2886.6800000000003,true,,refunded,paypal,standard,store,Asia Pacific,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-7931F93E,ORD-0000004383,CUS-00000566,PRD-000387,2024-04-19,2024-04-19,8,291.34,2330.72,186.46,0.08,12.04,0.0,0.0,2529.22,true,,refunded,bank_transfer,,web,Europe,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-8D017DDE,ORD-0000001786,CUS-00000196,PRD-000046,2023-07-13,2023-07-13,7,618.85,4331.95,288.07,0.07,3.55,216.6,5.0,4406.97,true,,pending,paypal,express,mobile,Europe,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-43086534,ORD-0000001667,CUS-00000554,PRD-000014,2023-08-28,2023-08-28,1,731.25,731.25,58.5,0.1,18.27,146.25,20.0,661.77,true,Gift wrapped,failed,crypto,standard,store,Europe,CANCELLED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-503AB04A,ORD-0000000626,CUS-00000100,PRD-000315,2024-11-13,2024-11-13,0,331.38,0.0,0.0,0.05,15.2,0.0,0.0,15.2,false,,pending,debit_card,express,phone,Latin America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-768EBCB7,ORD-0000001793,CUS-00000693,PRD-000277,2024-06-09,2024-06-09,5,437.87,2189.35,130.27,0.07,0.81,328.4,15.0,1992.03,false,,failed,credit_card,overnight,web,Europe,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-BCEFBAA1,ORD-0000000478,CUS-00000936,PRD-000165,2022-08-28,2022-08-28,3,407.53,1222.59,97.81,0.08,10.06,0.0,0.0,1330.46,true,,failed,bank_transfer,overnight,partner,Asia Pacific,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-CB2A6DF5,ORD-0000003484,CUS-00000075,PRD-000048,2022-01-26,2022-01-26,7,368.2,2577.4,171.4,0.07,21.24,128.87,5.0,2641.1699999999996,true,,failed,cash_on_delivery,express,web,North America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-D12CA9BB,ORD-0000002016,CUS-00000080,PRD-000459,2022-01-12,2022-01-12,9,327.19,2944.71,279.75,0.1,6.87,147.24,5.0,3084.0899999999997,false,,refunded,debit_card,,phone,North America,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-AD13978E,ORD-0000002940,CUS-00000115,PRD-000454,2024-12-14,2024-12-14,3,958.37,2875.11,201.26,0.07,20.66,0.0,0.0,3097.0299999999997,true,Special instructions: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,failed,crypto,pickup,partner,Middle East,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-03563570,ORD-0000002974,CUS-00000157,PRD-000306,2022-07-14,2022-07-14,2,84.36,168.72,8.44,0.05,16.79,0.0,0.0,193.95,true,Special instructions: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,pending,paypal,pickup,mobile,North America,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-B8D0470E,ORD-0000003263,CUS-00000648,PRD-000043,2024-07-10,2024-07-10,5,308.4,1542.0,277.56,0.2,6.27,154.2,10.0,1671.6299999999999,true,,failed,cash_on_delivery,pickup,mobile,Middle East,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-91BB48DB,ORD-0000004824,CUS-00000826,PRD-000329,2022-08-24,2022-08-24,4,549.62,2198.48,329.77,0.2,3.11,549.62,25.0,1981.74,false,,refunded,bank_transfer,pickup,phone,Middle East,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-A5C5F0D7,ORD-0000002863,CUS-00000578,PRD-000093,2023-09-10,2023-09-10,2,173.86,347.72,33.03,0.1,15.94,17.39,5.0,379.3,true,,refunded,paypal,overnight,store,Europe,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-0A50E7DC,ORD-0000000090,CUS-00000604,PRD-000438,2022-01-30,2022-01-30,3,326.94,980.82,74.54,0.08,8.03,49.04,5.0,1014.35,true,,paid,cash_on_delivery,overnight,web,Latin America,REFUNDED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-CCCE36FF,ORD-0000001745,CUS-00000474,PRD-000415,2024-12-16,2024-12-16,5,221.07,1105.35,110.53,0.1,12.9,0.0,0.0,1228.7800000000002,false,,paid,paypal,standard,web,Middle East,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-911BBC16,ORD-0000002215,CUS-00000569,PRD-000019,2024-06-09,2024-06-09,9,980.9,8828.1,375.19,0.05,19.88,1324.21,15.0,7898.96,false,,pending,paypal,pickup,mobile,Middle East,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-CAB68BCA,ORD-0000004291,CUS-00000093,PRD-000372,2024-07-05,2024-07-05,2,90.68,181.36,11.43,0.07,4.7,18.14,10.0,179.35,true,,refunded,bank_transfer,,web,Latin America,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-14AD5ACE,ORD-0000004245,CUS-00000946,PRD-000499,2023-06-03,2023-06-03,9,51.46,463.14,92.63,0.2,24.27,0.0,0.0,580.04,false,Special instructions: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,paid,cash_on_delivery,standard,web,North America,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-B91472DC,ORD-0000000213,CUS-00000809,PRD-000252,2022-07-01,2022-07-01,7,798.62,5590.34,447.23,0.08,21.79,0.0,0.0,6059.36,true,,paid,cash_on_delivery,overnight,partner,North America,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-E2FB0AA5,ORD-0000001233,CUS-00000319,PRD-000084,2024-05-27,2024-05-27,5,484.43,2422.15,0.0,0.0,9.7,121.11,5.0,2310.74,false,,paid,crypto,express,web,Latin America,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-795FD913,ORD-0000002331,CUS-00000723,PRD-000399,2023-10-29,2023-10-29,2,659.3,1318.6,105.49,0.1,14.01,263.72,20.0,1174.3799999999999,true,,paid,crypto,express,partner,Latin America,CANCELLED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-A901BF5D,ORD-0000000686,CUS-00000701,PRD-000103,2023-11-29,2023-11-29,2,918.24,1836.48,96.42,0.07,18.68,459.12,25.0,1492.46,false,Gift wrapped,paid,credit_card,pickup,store,Middle East,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-12D286DF,ORD-0000003783,CUS-00000425,PRD-000346,2023-12-23,2023-12-23,2,652.13,1304.26,104.34,0.08,18.13,0.0,0.0,1426.73,true,,paid,credit_card,pickup,phone,North America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-183A2E81,ORD-0000000169,CUS-00000160,PRD-000402,2024-06-25,2024-06-25,3,264.28,792.84,79.28,0.1,10.9,0.0,0.0,883.02,false,,failed,credit_card,overnight,web,Asia Pacific,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-01F2D502,ORD-0000002421,CUS-00000910,PRD-000398,2024-05-28,2024-05-28,5,375.43,1877.15,300.34,0.2,7.29,375.43,20.0,1809.35,true,,pending,cash_on_delivery,pickup,mobile,Europe,CANCELLED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-EB652148,ORD-0000004391,CUS-00000096,PRD-000057,2022-02-23,2022-02-23,9,182.34,1641.06,164.11,0.1,20.97,0.0,0.0,1826.14,false,,paid,crypto,express,web,Asia Pacific,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-7B199C23,ORD-0000004547,CUS-00000398,PRD-000385,2023-01-12,2023-01-12,5,205.38,1026.9,51.35,0.05,21.58,0.0,0.0,1099.83,false,,refunded,debit_card,,partner,Middle East,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-A339C8A9,ORD-0000002803,CUS-00000199,PRD-000475,2022-04-21,2022-04-21,0,769.63,0.0,0.0,0.08,21.9,0.0,0.0,21.9,true,,failed,crypto,overnight,store,Europe,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-4D5B232A,ORD-0000004162,CUS-00000581,PRD-000459,2023-01-05,2023-01-05,7,327.19,2290.33,137.42,0.08,12.41,572.58,25.0,1867.5800000000002,true,,failed,cash_on_delivery,,partner,Europe,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-36E3FCCA,ORD-0000004191,CUS-00000767,PRD-000499,2022-08-15,2022-08-15,5,51.46,257.3,11.58,0.05,17.9,25.73,10.0,261.05,true,,pending,paypal,,partner,Middle East,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-DBF1C8FC,ORD-0000001624,CUS-00000321,PRD-000167,2023-03-17,2023-03-17,6,821.31,4927.86,492.79,0.1,24.44,0.0,0.0,5445.089999999999,true,,failed,bank_transfer,overnight,store,North America,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-FEE9F538,ORD-0000003172,CUS-00000418,PRD-000074,2023-07-14,2023-07-14,9,561.7,5055.3,960.51,0.2,6.47,252.77,5.0,5769.51,true,,failed,bank_transfer,,store,Middle East,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-835ABD7D,ORD-0000001323,CUS-00000609,PRD-000399,2023-04-15,2023-04-15,7,659.3,4615.1,230.76,0.05,0.11,0.0,0.0,4845.969999999999,false,,pending,bank_transfer,,web,Middle East,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-095657CA,ORD-0000003909,CUS-00000070,PRD-000246,2024-12-28,2024-12-28,9,72.87,655.83,32.79,0.05,10.17,0.0,0.0,698.79,false,,pending,debit_card,pickup,phone,Middle East,CANCELLED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-C1C90CB2,ORD-0000000511,CUS-00000130,PRD-000091,2024-05-29,2024-05-29,4,398.76,1595.04,135.58,0.1,6.84,239.26,15.0,1498.1999999999998,true,Gift wrapped,pending,debit_card,express,mobile,Latin America,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-170B37C3,ORD-0000000940,CUS-00000913,PRD-000479,2022-03-28,2022-03-28,10,252.93,2529.3,0.0,0.0,13.55,0.0,0.0,2542.8500000000004,false,,failed,crypto,,mobile,Middle East,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-6D17E4D0,ORD-0000002624,CUS-00000400,PRD-000309,2023-09-23,2023-09-23,3,23.5,70.5,3.95,0.07,10.59,14.1,20.0,70.94,true,,refunded,paypal,overnight,mobile,Middle East,REFUNDED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-EB390D0A,ORD-0000004930,CUS-00000832,PRD-000348,2023-08-06,2023-08-06,3,874.48,2623.44,146.91,0.07,6.77,524.69,20.0,2252.43,false,,failed,paypal,overnight,store,Europe,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-EFE6EC27,ORD-0000001672,CUS-00000093,PRD-000250,2022-10-27,2022-10-27,8,918.83,7350.64,349.16,0.05,10.83,367.53,5.0,7343.1,false,,pending,paypal,standard,mobile,Middle East,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-E907AC4E,ORD-0000004856,CUS-00000961,PRD-000487,2022-03-07,2022-03-07,7,642.2,4495.4,0.0,0.0,13.2,0.0,0.0,4508.599999999999,true,,paid,bank_transfer,standard,phone,Europe,CANCELLED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-8427E50A,ORD-0000000415,CUS-00000467,PRD-000443,2022-09-03,2022-09-03,5,163.69,818.45,0.0,0.0,20.75,40.92,5.0,798.28,true,,refunded,credit_card,express,partner,Europe,SHIPPED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-BA1E7EF9,ORD-0000002678,CUS-00000960,PRD-000009,2022-01-25,2022-01-25,9,583.38,5250.42,210.02,0.05,10.25,1050.08,20.0,4420.61,true,,refunded,paypal,pickup,partner,Europe,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-9A65B2F8,ORD-0000001406,CUS-00000691,PRD-000255,2023-09-05,2023-09-05,10,890.16,8901.6,1780.32,0.2,4.55,0.0,0.0,10686.47,true,,paid,credit_card,pickup,mobile,Asia Pacific,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-C5E1A2C3,ORD-0000000121,CUS-00000740,PRD-000150,2022-05-01,2022-05-01,4,676.95,2707.8,205.79,0.08,19.19,135.39,5.0,2797.39,true,,pending,bank_transfer,,web,Asia Pacific,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-CCCFC7FE,ORD-0000000333,CUS-00000857,PRD-000464,2024-03-19,2024-03-19,2,691.39,1382.78,221.24,0.2,18.93,276.56,20.0,1346.39,true,,refunded,paypal,express,partner,Middle East,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-959DB7DD,ORD-0000002841,CUS-00000920,PRD-000223,2022-01-22,2022-01-22,8,950.63,7605.04,380.25,0.05,8.02,0.0,0.0,7993.31,false,,failed,credit_card,pickup,mobile,Europe,REFUNDED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-8D34784F,ORD-0000001866,CUS-00000568,PRD-000319,2022-06-10,2022-06-10,3,189.54,568.62,54.02,0.1,22.35,28.43,5.0,616.5600000000001,true,Fragile,refunded,bank_transfer,overnight,web,Middle East,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-2116F71F,ORD-0000001134,CUS-00000221,PRD-000218,2022-08-04,2022-08-04,1,797.15,797.15,47.83,0.08,7.74,199.29,25.0,653.4300000000001,true,,failed,paypal,,store,Europe,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-557C32DE,ORD-0000000462,CUS-00000267,PRD-000376,2023-09-19,2023-09-19,8,719.08,5752.64,362.42,0.07,14.77,575.26,10.0,5554.570000000001,false,,pending,crypto,pickup,mobile,Latin America,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-36103CBD,ORD-0000002231,CUS-00000233,PRD-000405,2024-04-29,2024-04-29,3,106.0,318.0,30.21,0.1,16.61,15.9,5.0,348.92,true,,refunded,cash_on_delivery,pickup,store,Latin America,REFUNDED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-070168B6,ORD-0000000618,CUS-00000134,PRD-000115,2022-09-01,2022-09-01,3,918.84,2756.52,192.96,0.07,19.03,0.0,0.0,2968.51,false,,pending,debit_card,,mobile,North America,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-407ABA25,ORD-0000004639,CUS-00000241,PRD-000428,2023-07-11,2023-07-11,4,343.87,1375.48,137.55,0.1,3.65,0.0,0.0,1516.68,false,,pending,cash_on_delivery,pickup,store,Asia Pacific,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-C649E91A,ORD-0000000994,CUS-00000648,PRD-000403,2022-04-24,2022-04-24,1,784.22,784.22,54.9,0.07,20.78,0.0,0.0,859.9,false,,pending,cash_on_delivery,overnight,web,Europe,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-7DA80207,ORD-0000003588,CUS-00000817,PRD-000118,2023-08-20,2023-08-20,10,787.04,7870.4,0.0,0.0,3.07,0.0,0.0,7873.469999999999,true,,paid,crypto,pickup,partner,Latin America,CANCELLED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-8E5E19C4,ORD-0000000388,CUS-00000202,PRD-000289,2022-11-26,2022-11-26,-2,887.77,1775.54,301.84,0.2,4.1,266.33,15.0,-1806.95,true,,failed,crypto,express,mobile,North America,DELIVERED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-6085ED31,ORD-0000003499,CUS-00000523,PRD-000373,2024-09-16,2024-09-16,5,249.01,1245.05,211.66,0.2,11.05,186.76,15.0,1281.0,false,,pending,debit_card,standard,web,Europe,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-7E616287,ORD-0000000927,CUS-00000194,PRD-000239,2024-06-18,2024-06-18,3,220.26,660.78,52.86,0.08,17.09,0.0,0.0,730.73,true,,failed,crypto,standard,phone,Europe,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-66C766A1,ORD-0000001456,CUS-00000697,PRD-000081,2024-03-05,2024-03-05,3,561.41,1684.23,121.26,0.08,9.43,168.42,10.0,1646.5,false,,pending,crypto,pickup,store,Middle East,REFUNDED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-FA49CBF5,ORD-0000004737,CUS-00000799,PRD-000048,2024-03-07,2024-03-07,9,368.2,3313.8,231.97,0.07,22.89,0.0,0.0,3568.66,false,,pending,cash_on_delivery,standard,partner,Middle East,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-EFDC036B,ORD-0000002872,CUS-00000370,PRD-000356,2023-11-29,2023-11-29,10,37.68,376.8,0.0,0.0,20.62,94.2,25.0,303.22,true,Gift wrapped,paid,bank_transfer,express,store,Middle East,PENDING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-E7C3F20E,ORD-0000000841,CUS-00000291,PRD-000085,2022-03-26,2022-03-26,1,584.7,584.7,0.0,0.0,2.05,116.94,20.0,469.81,false,,paid,bank_transfer,standard,store,Latin America,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-DEF4A536,ORD-0000004197,CUS-00000523,PRD-000462,2024-05-17,2024-05-17,8,387.63,3101.04,0.0,0.0,4.19,465.16,15.0,2640.07,true,,failed,crypto,pickup,web,Middle East,COMPLETED,sales_transactions.parquet,2026-02-10T22:33:04.850936
TXN-877D74E2,ORD-0000002525,CUS-00000513,PRD-000305,2024-07-02,2024-07-02,4,173.45,693.8,117.95,0.2,2.68,104.07,15.0,710.3599999999999,false,,refunded,bank_transfer,,phone,Latin America,PROCESSING,sales_transactions.parquet,2026-02-10T22:33:04.850936
