invoice_id,vendor_id,invoice_number,invoice_date,due_date,payment_date,po_number,subtotal,tax_rate,tax_amount,shipping_handling,amount_paid,balance_due,total_amount,vendor_name,currency,payment_status,payment_method,payment_terms,approved_by,notes,created_at,updated_at,source_file,loaded_at
INV-4CD2997F,VND-002,INV-GLOBGAD-2024-00438,2022-10-25,2022-10-25,,PO-337718,441457.52,0.1,44145.75,63.26,113559.59,372106.94,485666.53,Global Gadgets Ltd,USD,disputed,wire_transfer,NET45,,,2022-10-25,2022-11-10,invoices.csv,2026-02-10T22:25:28.068809
INV-23CFF3F2,VND-001,INV-TECHFLOW-2023-00356,2023-08-17,2023-08-17,2023-09-26,PO-116241,305181.13000000006,0.08,24414.49,463.15,330058.77,0.0,330058.77,TechFlow Electronics,EUR,paid,check,NET30,procurement@company.com,,2023-08-17,2023-09-09,invoices.csv,2026-02-10T22:25:28.068809
INV-CB391690,VND-004,INV-AUSSPORT-2024-00574,2024-07-31,2024-07-31,,PO-600613,374189.06,0.0,0.0,42.77,0.0,374231.83,374231.83,Aussie Sports Gear,AUD,pending,check,NET30,procurement@company.com,,2024-07-31,2024-08-11,invoices.csv,2026-02-10T22:25:28.068809
INV-046954EF,VND-006,INV-BOOKWRLD-2023-00634,2024-04-02,2024-04-02,2024-04-28,PO-308428,69663.32999999999,0.2,13932.67,375.7,83971.7,0.0,83971.7,BookWorld Publishing,GBP,paid,credit_card,NET15,john.doe@company.com,,2024-04-02,2024-05-10,invoices.csv,2026-02-10T22:25:28.068809
INV-E8484BB2,VND-007,INV-MAPLETOY-2023-00638,2023-09-29,2023-09-29,2023-10-11,PO-784899,150106.43,0.2,30021.29,191.19,180318.91,0.0,180318.91,MapleCraft Toys,CAD,paid,ach,NET30,procurement@company.com,,2023-09-29,2023-10-04,invoices.csv,2026-02-10T22:25:28.068809
INV-80977CAA,VND-003,INV-NORDHOME-2022-00057,2022-09-03,2022-09-03,2022-09-10,PO-949379,704701.86,0.21,147987.39,282.17,852971.42,0.0,852971.42,Nordic Home Essentials,EUR,paid,wire_transfer,NET30,jane.smith@company.com,,2022-09-03,2022-09-16,invoices.csv,2026-02-10T22:25:28.068809
INV-4661C3F1,VND-004,INV-AUSSPORT-2022-00436,2023-10-30,2023-10-30,,PO-647403,-2890.1100000000006,0.05,-144.51,371.75,-1452.97,-1209.9,-2662.87,Aussie Sports Gear,AUD,overdue,,NET30,,Damaged items replaced,2023-10-30,2023-11-28,invoices.csv,2026-02-10T22:25:28.068809
INV-792276EC,VND-004,INV-AUSSPORT-2024-00178,2022-10-26,2022-10-26,,PO-202310,244685.9,0.21,51384.04,498.58,15269.53,281298.99,296568.52,Aussie Sports Gear,AUD,overdue,,NET30,procurement@company.com,,2022-10-26,2022-11-11,invoices.csv,2026-02-10T22:25:28.068809
INV-C67A3C52,VND-005,INV-FASHITA-2022-00077,2022-05-27,2022-05-27,2022-06-23,PO-828884,85771.10999999999,0.1,8577.11,373.83,94722.05,0.0,94722.05,FashionFirst Italia,EUR,paid,check,NET30,procurement@company.com,,2022-05-27,2022-06-23,invoices.csv,2026-02-10T22:25:28.068809
INV-F68990CD,VND-007,INV-MAPLETOY-2022-00247,2022-01-03,2022-03-01,2022-03-03,PO-992287,82801.67000000001,0.05,4140.08,82.31,87024.06,0.0,87024.06,MapleCraft Toys,USD,paid,ach,NET30,john.doe@company.com,,2022-01-03,2022-01-31,invoices.csv,2026-02-10T22:25:28.068809
INV-8930588A,VND-005,INV-FASHITA-2023-00551,2022-01-03,2022-01-03,,PO-578344,509059.56,0.0,0.0,127.47,453486.64,55700.39,509187.03,FashionFirst Italia,EUR,overdue,check,NET30,,,2022-03-01,2022-04-13,invoices.csv,2026-02-10T22:25:28.068809
INV-51F3D06C,VND-001,INV-TECHFLOW-2022-00323,2024-12-24,2024-12-24,,PO-305287,342553.87,0.21,71936.31,256.88,179635.07,235111.99,414747.06,TechFlow Electronics,USD,disputed,,NET30,john.doe@company.com,,2024-12-24,2025-02-21,invoices.csv,2026-02-10T22:25:28.068809
INV-413929C1,VND-007,INV-MAPLETOY-2024-00378,2022-10-12,2022-12-10,,PO-394095,366412.04,0.1,36641.2,0.0,225213.48,177839.76,403053.24,MapleCraft Toys,CAD,disputed,ach,NET30,john.doe@company.com,,2022-10-12,2022-11-07,invoices.csv,2026-02-10T22:25:28.068809
INV-5BF7786D,VND-007,INV-MAPLETOY-2023-00560,2024-04-29,2024-04-29,,PO-823666,78637.23,0.08,6290.98,489.8,0.0,85418.01,85418.01,MapleCraft Toys,CAD,pending,check,NET30,john.doe@company.com,,2024-04-29,2024-05-26,invoices.csv,2026-02-10T22:25:28.068809
INV-7F78F9C6,VND-005,INV-FASHITA-2022-00443,2023-10-06,2023-06-10,,PO-244871,658935.5900000001,0.1,65893.56,365.15,228607.81,496586.49,725194.3,FashionFirst Italia,EUR,overdue,wire_transfer,NET30,procurement@company.com,,2023-10-06,2023-10-08,invoices.csv,2026-02-10T22:25:28.068809
INV-C92C0B9A,VND-006,INV-BOOKWRLD-2023-00086,2024-02-08,2024-02-08,2024-03-05,PO-923639,204704.61000000002,0.0,0.0,0.0,204704.61,0.0,204704.61,BookWorld Publishing,GBP,paid,ach,NET15,procurement@company.com,,2024-02-08,2024-03-14,invoices.csv,2026-02-10T22:25:28.068809
INV-F5F6C867,VND-001,INV-TECHFLOW-2023-00058,2023-11-25,2023-11-25,2024-01-11,PO-108045,152397.56,0.0,0.0,0.0,49772.53,102625.03,152397.56,TechFlow Electronics,USD,partial,,NET30,procurement@company.com,,2023-11-25,2023-11-27,invoices.csv,2026-02-10T22:25:28.068809
INV-EC8A29F3,VND-001,INV-TECHFLOW-2022-00240,2023-05-14,2023-05-14,,PO-801644,323962.3300000001,0.21,68032.09,120.66,0.0,392115.08,392115.08,TechFlow Electronics,USD,pending,wire_transfer,NET30,,,2023-05-14,2023-06-23,invoices.csv,2026-02-10T22:25:28.068809
INV-6C037852,VND-002,INV-GLOBGAD-2024-00579,2024-06-26,2024-06-26,,PO-329870,236567.08000000002,0.21,49679.09,488.89,116776.35,169958.71,286735.06,Global Gadgets Ltd,USD,overdue,credit_card,NET45,jane.smith@company.com,,2024-06-26,2024-08-11,invoices.csv,2026-02-10T22:25:28.068809
INV-1F1CDB89,VND-001,INV-TECHFLOW-2023-00363,2024-09-03,2024-03-09,2024-04-17,,415723.33999999997,0.1,41572.33,360.38,223031.94,234624.11,457656.05,TechFlow Electronics,USD,partial,,NET30,john.doe@company.com,,2024-03-09,2024-04-17,invoices.csv,2026-02-10T22:25:28.068809
INV-CFD8543D,VND-006,INV-BOOKWRLD-2022-00339,2023-04-22,2023-04-22,,,189152.99,0.05,9457.65,194.18,0.0,198804.82,198804.82,BookWorld Publishing,GBP,pending,check,NET15,procurement@company.com,,2023-04-22,2023-06-06,invoices.csv,2026-02-10T22:25:28.068809
INV-B366B97C,VND-006,INV-BOOKWRLD-2023-00030,2024-06-10,2024-06-10,,,467924.64,0.2,93584.93,389.79,91943.62,469955.74,561899.36,BookWorld Publishing,GBP,overdue,check,NET15,jane.smith@company.com,Rush order,2024-06-10,2024-06-23,invoices.csv,2026-02-10T22:25:28.068809
INV-0FF987C6,VND-006,INV-BOOKWRLD-2024-00737,2023-08-28,2023-08-28,,PO-905051,253496.47999999998,0.07,17744.75,484.77,77500.4,194225.6,271726.0,BookWorld Publishing,GBP,overdue,check,NET15,procurement@company.com,,2023-08-28,2023-09-14,invoices.csv,2026-02-10T22:25:28.068809
INV-CB8E7C86,VND-005,INV-FASHITA-2024-00141,2024-12-21,2024-12-21,2024-12-28,PO-293522,196578.01,0.07,13760.46,18.16,210356.63,0.0,210356.63,FashionFirst Italia,EUR,paid,credit_card,NET30,jane.smith@company.com,Damaged items replaced,2024-12-21,2025-01-13,invoices.csv,2026-02-10T22:25:28.068809
INV-D2BDEF58,VND-005,INV-FASHITA-2022-00420,2023-06-24,2023-06-24,2023-07-04,,16403.75,0.05,820.19,323.14,9749.68,7797.4,17547.08,FashionFirst Italia,EUR,partial,,NET30,john.doe@company.com,,2023-06-24,2023-07-06,invoices.csv,2026-02-10T22:25:28.068809
INV-54814838,VND-006,INV-BOOKWRLD-2024-00090,2023-10-14,2023-10-14,2023-10-22,PO-372083,309844.53,0.2,61968.91,450.59,372264.03,0.0,372264.03,BookWorld Publishing,GBP,paid,wire_transfer,NET15,,,2023-10-14,2023-10-31,invoices.csv,2026-02-10T22:25:28.068809
INV-13D17FCA,VND-007,INV-MAPLETOY-2022-00793,2022-08-07,2022-08-07,,PO-409836,78205.32,0.2,15641.06,0.0,65969.9,27876.48,93846.38,MapleCraft Toys,$,disputed,check,NET30,,,2022-07-08,2022-07-22,invoices.csv,2026-02-10T22:25:28.068809
INV-774982CB,VND-001,INV-TECHFLOW-2023-00164,2023-05-01,2023-05-01,,PO-450755,645337.12,0.0,0.0,357.21,337024.12,308670.21,645694.33,TechFlow Electronics,USD,overdue,credit_card,NET30,john.doe@company.com,Quality inspection required,2023-05-01,2023-05-06,invoices.csv,2026-02-10T22:25:28.068809
INV-A684865E,VND-006,INV-BOOKWRLD-2022-00470,2022-10-06,2022-10-06,,PO-311621,523355.89,0.05,26167.79,400.55,58077.04,491847.19,549924.23,BookWorld Publishing,GBP,overdue,check,NET15,,,2022-10-06,2022-11-10,invoices.csv,2026-02-10T22:25:28.068809
INV-91EAA40C,VND-003,INV-NORDHOME-2022-00599,2022-08-17,2022-08-17,2022-09-19,PO-805069,3361.82,0.08,268.95,0.0,3630.77,0.0,3630.77,Nordic Home Essentials,EUR,paid,wire_transfer,NET30,,,2022-08-17,2022-09-19,invoices.csv,2026-02-10T22:25:28.068809
INV-92348672,VND-004,INV-AUSSPORT-2023-00486,2022-06-17,2022-06-17,,PO-146063,249077.54999999996,0.05,12453.88,80.7,166552.28,95059.85,261612.13,Aussie Sports Gear,AUD,overdue,,NET30,procurement@company.com,,2022-06-17,2022-08-03,invoices.csv,2026-02-10T22:25:28.068809
INV-1A67FCB1,VND-006,INV-BOOKWRLD-2022-00201,2023-12-22,2023-12-22,2024-01-06,PO-215319,5083.65,0.07,355.86,272.32,5711.83,0.0,5711.83,BookWorld Publishing,GBP,paid,,NET15,jane.smith@company.com,,2023-12-22,2024-02-09,invoices.csv,2026-02-10T22:25:28.068809
INV-113BA1F6,VND-002,INV-GLOBGAD-2022-00160,2022-11-26,2022-11-26,,,135181.9,0.2,27036.38,428.52,0.0,162646.8,162646.8,Global Gadgets Ltd,USD,pending,,NET45,john.doe@company.com,,2022-11-26,2023-01-15,invoices.csv,2026-02-10T22:25:28.068809
INV-6FEA0E8B,VND-008,INV-BEAUTYBL-2022-00773,2023-03-06,2023-06-03,,PO-461674,475153.18,0.08,38012.25,307.48,232157.19,281315.72,513472.91,BeautyBliss Cosmetics,EUR,disputed,ach,NET30,,Quality inspection required,2023-03-06,2023-03-31,invoices.csv,2026-02-10T22:25:28.068809
INV-905F5191,VND-003,INV-NORDHOME-2022-00467,2022-10-11,2022-10-11,2022-11-05,PO-397241,356539.98000000004,0.1,35654.0,0.0,392193.98,0.0,392193.98,Nordic Home Essentials,EUR,paid,credit_card,NET30,procurement@company.com,,2022-10-11,2022-11-09,invoices.csv,2026-02-10T22:25:28.068809
INV-C764AE46,VND-002,INV-GLOBGAD-2024-00382,2022-01-18,2022-01-18,,PO-277010,114813.20000000001,0.0,0.0,391.93,0.0,115205.13,115205.13,Global Gadgets Ltd,USD,pending,wire_transfer,NET45,,,2022-01-18,2022-03-01,invoices.csv,2026-02-10T22:25:28.068809
INV-1563CA3F,VND-002,INV-GLOBGAD-2024-00321,2024-09-23,2024-09-23,,PO-753001,471778.98,0.2,94355.8,168.11,540277.08,26025.81,566302.89,Global Gadgets Ltd,USD,disputed,wire_transfer,NET45,,,2024-09-23,2024-11-03,invoices.csv,2026-02-10T22:25:28.068809
INV-C0BC2090,VND-001,INV-TECHFLOW-2022-00333,2023-04-11,2023-04-11,,PO-719241,161138.28,0.1,16113.83,332.71,3858.26,173726.56,177584.82,TechFlow Electronics,USD,disputed,,NET30,,Rush order,2023-04-11,2023-05-20,invoices.csv,2026-02-10T22:25:28.068809
INV-0C5477EF,VND-004,INV-AUSSPORT-2023-00397,2023-08-20,2023-08-20,,PO-662364,160519.12,0.05,8025.96,7.42,0.0,168552.5,168552.5,Aussie Sports Gear,AUD,pending,,NET30,procurement@company.com,,2023-08-20,2023-10-14,invoices.csv,2026-02-10T22:25:28.068809
INV-5477DFBC,VND-004,INV-AUSSPORT-2024-00099,2023-09-11,2023-11-09,2023-11-22,PO-104421,297781.56999999995,0.08,23822.53,0.0,321604.1,0.0,321604.1,Aussie Sports Gear,AUD,paid,ach,NET30,procurement@company.com,Recurring monthly order,2023-11-09,2023-12-07,invoices.csv,2026-02-10T22:25:28.068809
INV-F932F985,VND-001,INV-TECHFLOW-2023-00035,2023-02-03,2023-03-02,2023-03-31,PO-593958,163123.93,0.2,32624.79,37.15,195785.87,0.0,195785.87,TechFlow Electronics,USD,paid,wire_transfer,NET30,procurement@company.com,,2023-02-03,2023-02-10,invoices.csv,2026-02-10T22:25:28.068809
INV-1E03CE0A,VND-004,INV-AUSSPORT-2024-00566,2022-07-05,2022-07-05,,PO-570511,138716.03999999998,0.21,29130.37,38.85,166439.3,1445.96,167885.26,Aussie Sports Gear,AUD,disputed,wire_transfer,NET30,,,2022-07-05,2022-07-20,invoices.csv,2026-02-10T22:25:28.068809
INV-9D86A381,VND-003,INV-NORDHOME-2022-00433,2023-10-20,2023-10-20,2023-11-27,PO-928087,343500.29000000004,0.0,0.0,441.07,343941.36,0.0,343941.36,Nordic Home Essentials,EUR,paid,wire_transfer,NET30,procurement@company.com,,2023-10-20,2023-10-31,invoices.csv,2026-02-10T22:25:28.068809
INV-023EB976,VND-001,INV-TECHFLOW-2023-00150,2024-06-04,2024-06-04,2024-06-21,PO-804134,686669.9999999999,0.21,144200.7,379.52,831250.22,0.0,831250.22,TechFlow Electronics,USD,paid,check,NET30,,Damaged items replaced,2024-06-04,2024-07-12,invoices.csv,2026-02-10T22:25:28.068809
INV-FDF0B911,VND-007,INV-MAPLETOY-2022-00729,2024-02-14,2024-02-14,2024-03-28,PO-927089,164067.47999999998,0.2,32813.5,245.01,197125.99,0.0,197125.99,MapleCraft Toys,CAD,paid,check,NET30,jane.smith@company.com,,2024-02-14,2024-04-04,invoices.csv,2026-02-10T22:25:28.068809
INV-86D78869,VND-005,INV-FASHITA-2023-00367,2023-01-07,2023-07-01,,PO-649810,199693.08000000002,0.05,9984.65,221.77,0.0,209899.5,209899.5,FashionFirst Italia,EUR,pending,wire_transfer,NET30,jane.smith@company.com,,2023-07-01,2023-07-30,invoices.csv,2026-02-10T22:25:28.068809
INV-A00B313E,VND-007,INV-MAPLETOY-2024-00666,2022-05-14,2022-05-14,,PO-494094,357804.57999999996,0.1,35780.46,0.0,66495.39,327089.65,393585.04,MapleCraft Toys,CAD,overdue,wire_transfer,NET30,procurement@company.com,,2022-05-14,2022-06-28,invoices.csv,2026-02-10T22:25:28.068809
INV-35982E61,VND-001,INV-TECHFLOW-2024-00069,2022-08-24,2022-08-24,2022-09-24,PO-202255,31684.86,0.1,3168.49,0.0,34853.35,0.0,34853.35,TechFlow Electronics,EUR,paid,credit_card,NET30,jane.smith@company.com,,2022-08-24,2022-09-04,invoices.csv,2026-02-10T22:25:28.068809
INV-E5382346,VND-001,INV-TECHFLOW-2023-00196,2022-07-27,2022-07-27,2022-08-09,PO-490986,36306.2,0.05,1815.31,131.0,38252.51,0.0,38252.51,TechFlow Electronics,USD,paid,ach,NET30,procurement@company.com,,2022-07-27,2022-08-17,invoices.csv,2026-02-10T22:25:28.068809
INV-A33770B8,VND-007,INV-MAPLETOY-2023-00795,2023-10-17,2023-10-17,2023-12-02,PO-843605,179444.51,0.0,0.0,97.1,80505.89,99035.72,179541.61,MapleCraft Toys,CAD,partial,wire_transfer,NET30,john.doe@company.com,Recurring monthly order,2023-10-17,2023-11-15,invoices.csv,2026-02-10T22:25:28.068809
INV-FF65CD80,VND-004,INV-AUSSPORT-2022-00005,2024-08-16,2024-08-16,,PO-274266,41081.53,0.2,8216.31,0.0,0.0,49297.84,49297.84,Aussie Sports Gear,AUD,pending,wire_transfer,NET30,john.doe@company.com,Quality inspection required,2024-08-16,2024-08-21,invoices.csv,2026-02-10T22:25:28.068809
INV-5DDC2362,VND-005,INV-FASHITA-2023-00280,2022-02-20,2022-02-20,2022-04-16,PO-641868,74832.36,0.07,5238.27,239.2,26989.45,53320.38,80309.83,FashionFirst Italia,EUR,partial,,NET30,procurement@company.com,,2022-02-20,2022-03-04,invoices.csv,2026-02-10T22:25:28.068809
INV-0A5CEADF,VND-007,INV-MAPLETOY-2022-00054,2024-09-14,2024-09-14,,PO-618430,432795.6,0.21,90887.08,67.84,292666.78,231083.74,523750.52,MapleCraft Toys,CAD,disputed,,NET30,john.doe@company.com,,2024-09-14,2024-09-22,invoices.csv,2026-02-10T22:25:28.068809
INV-1346EDD6,VND-001,INV-TECHFLOW-2023-00336,2022-06-10,2022-10-06,,PO-871293,180125.1,0.0,0.0,64.4,9754.76,170434.74,180189.5,TechFlow Electronics,USD,overdue,,NET30,jane.smith@company.com,,2022-06-10,2022-08-06,invoices.csv,2026-02-10T22:25:28.068809
INV-34B8E45E,VND-005,INV-FASHITA-2022-00770,2022-05-27,2022-05-27,,PO-118441,246089.25999999998,0.2,49217.85,330.68,141578.74,154059.05,295637.79,FashionFirst Italia,EUR,disputed,,NET30,jane.smith@company.com,,2022-05-27,2022-06-22,invoices.csv,2026-02-10T22:25:28.068809
INV-0708170C,VND-005,INV-FASHITA-2022-00116,2023-08-22,2023-08-22,2023-08-29,PO-957159,60001.16,0.08,4800.09,93.84,64895.09,0.0,64895.09,FashionFirst Italia,EUR,paid,wire_transfer,NET30,jane.smith@company.com,,2023-08-22,2023-09-22,invoices.csv,2026-02-10T22:25:28.068809
INV-052FEBC9,VND-006,INV-BOOKWRLD-2024-00260,2022-01-14,2022-01-14,2022-01-30,PO-570961,381709.45999999996,0.2,76341.89,66.28,180347.08,277770.55,458117.63,BookWorld Publishing,GBP,partial,check,NET15,jane.smith@company.com,,2022-01-14,2022-02-05,invoices.csv,2026-02-10T22:25:28.068809
INV-C0371272,VND-007,INV-MAPLETOY-2022-00718,2023-03-18,2023-03-18,,PO-221943,304689.22,0.1,30468.92,0.0,0.0,335158.14,335158.14,MapleCraft Toys,CAD,pending,check,NET30,john.doe@company.com,,2023-03-18,2023-04-24,invoices.csv,2026-02-10T22:25:28.068809
INV-F6C0B6F8,VND-007,INV-MAPLETOY-2024-00029,2023-12-07,2023-12-07,2023-06-28,PO-412993,473608.38,0.0,0.0,91.14,162380.88,311318.64,473699.52,MapleCraft Toys,CAD,partial,ach,NET30,jane.smith@company.com,,2023-07-12,2023-08-20,invoices.csv,2026-02-10T22:25:28.068809
INV-EA4523C7,VND-001,INV-TECHFLOW-2023-00611,2022-08-08,2022-08-08,2022-10-07,PO-931321,217663.72,0.08,17413.1,226.51,235303.33,0.0,235303.33,TechFlow Electronics,USD,paid,credit_card,NET30,,,2022-08-08,2022-09-22,invoices.csv,2026-02-10T22:25:28.068809
INV-2A3F2415,VND-005,INV-FASHITA-2022-00662,2024-07-21,2024-07-21,,PO-387808,357173.99,0.1,35717.4,0.0,324354.94,68536.45,392891.39,FashionFirst Italia,EUR,overdue,ach,NET30,john.doe@company.com,,2024-07-21,2024-07-31,invoices.csv,2026-02-10T22:25:28.068809
INV-BE8EBAC1,VND-006,INV-BOOKWRLD-2023-00732,2022-03-20,2022-03-20,,PO-711923,372309.85,0.21,78185.07,0.0,449605.62,889.3,450494.92,BookWorld Publishing,GBP,overdue,,NET15,,,2022-03-20,2022-05-07,invoices.csv,2026-02-10T22:25:28.068809
INV-13160F1D,VND-008,INV-BEAUTYBL-2024-00292,2023-11-18,2023-11-18,,PO-314949,205218.46000000002,0.08,16417.48,475.07,0.0,222111.01,222111.01,BeautyBliss Cosmetics,EUR,pending,credit_card,NET30,procurement@company.com,,2023-11-18,2024-01-14,invoices.csv,2026-02-10T22:25:28.068809
INV-F8DC2F4B,VND-003,INV-NORDHOME-2022-00245,2023-06-16,2023-06-16,2023-06-29,PO-937550,153260.87,0.21,32184.78,118.68,185564.33,0.0,185564.33,Nordic Home Essentials,EUR,paid,check,NET30,jane.smith@company.com,,2023-06-16,2023-06-19,invoices.csv,2026-02-10T22:25:28.068809
INV-61566059,VND-007,INV-MAPLETOY-2024-00764,2023-06-04,2023-04-06,,PO-627224,419009.08999999997,0.2,83801.82,433.29,56823.86,446420.34,503244.2,MapleCraft Toys,GBP,disputed,,NET30,,,2023-06-04,2023-07-20,invoices.csv,2026-02-10T22:25:28.068809
INV-565E295B,VND-007,INV-MAPLETOY-2023-00556,2022-04-18,2022-04-18,,PO-998569,372285.0299999999,0.1,37228.5,177.66,72199.56,337491.63,409691.19,MapleCraft Toys,CAD,overdue,check,NET30,,,2022-04-18,2022-04-29,invoices.csv,2026-02-10T22:25:28.068809
INV-CB6E9C44,VND-007,INV-MAPLETOY-2022-00592,2023-02-02,2023-02-02,2023-03-03,PO-927339,68750.66,0.2,13750.13,0.0,56057.26,26443.53,82500.79,MapleCraft Toys,CAD,partial,credit_card,NET30,john.doe@company.com,,2023-02-02,2023-03-03,invoices.csv,2026-02-10T22:25:28.068809
INV-8402D859,VND-004,INV-AUSSPORT-2023-00392,2022-11-01,2022-01-11,2022-11-16,PO-493530,215815.37,0.21,45321.23,0.0,261136.6,0.0,261136.6,Aussie Sports Gear,AUD,paid,check,NET30,john.doe@company.com,,2022-11-01,2022-12-11,invoices.csv,2026-02-10T22:25:28.068809
INV-16AED7F5,VND-007,INV-MAPLETOY-2023-00648,2022-06-20,2022-06-20,2022-07-10,PO-332049,185837.16,0.07,13008.6,0.0,198845.76,0.0,198845.76,MapleCraft Toys,CAD,paid,ach,NET30,,,2022-06-20,2022-07-01,invoices.csv,2026-02-10T22:25:28.068809
INV-623BAC59,VND-008,INV-BEAUTYBL-2023-00779,2023-03-13,2023-03-13,2023-04-09,PO-425530,509253.62000000005,0.08,40740.29,200.39,550194.3,0.0,550194.3,BeautyBliss Cosmetics,EUR,paid,check,NET30,,Price negotiated,2023-03-13,2023-03-17,invoices.csv,2026-02-10T22:25:28.068809
INV-320F2E72,VND-006,INV-BOOKWRLD-2024-00693,2022-11-01,2022-01-11,2022-11-15,PO-742200,338743.42,0.05,16937.17,7.84,355688.43,0.0,355688.43,BookWorld Publishing,GBP,paid,,NET15,jane.smith@company.com,,2022-11-01,2022-11-30,invoices.csv,2026-02-10T22:25:28.068809
INV-CB8ECEB6,VND-001,INV-TECHFLOW-2022-00299,2023-07-22,2023-07-22,2023-07-30,PO-332522,355060.27,0.21,74562.66,0.0,429622.93,0.0,429622.93,TechFlow Electronics,USD,paid,,NET30,procurement@company.com,,2023-07-22,2023-09-16,invoices.csv,2026-02-10T22:25:28.068809
INV-BD273185,VND-008,INV-BEAUTYBL-2022-00187,2024-05-29,2024-05-29,,PO-384406,34141.770000000004,0.08,2731.34,0.0,0.0,36873.11,36873.11,BeautyBliss Cosmetics,EUR,pending,wire_transfer,NET30,,,2024-05-29,2024-05-31,invoices.csv,2026-02-10T22:25:28.068809
INV-26881213,VND-002,INV-TECHFLOW-2023-00340,2022-04-03,2022-04-03,2022-05-07,PO-390641,369731.31,0.05,18486.57,0.0,388217.88,0.0,388217.88,Global Gadgets Ltd,USD,paid,check,NET45,jane.smith@company.com,,2022-04-03,2022-05-22,invoices.csv,2026-02-10T22:25:28.068809
INV-D0CCB28D,VND-003,INV-NORDHOME-2024-00393,2023-06-29,2023-06-29,2023-08-28,PO-910140,498611.47,0.05,24930.57,163.79,523705.83,0.0,523705.83,Nordic Home Essentials,EUR,paid,check,NET30,jane.smith@company.com,,2023-06-29,2023-07-12,invoices.csv,2026-02-10T22:25:28.068809
INV-530F9414,VND-007,INV-TECHFLOW-2024-00069,2023-07-05,2023-05-07,,PO-465732,299093.36,0.0,0.0,28.52,0.0,299121.88,299121.88,MapleCraft Toys,CAD,pending,,NET30,procurement@company.com,,2023-07-05,2023-08-10,invoices.csv,2026-02-10T22:25:28.068809
INV-773D2019,VND-004,INV-AUSSPORT-2023-00165,2022-10-29,2022-10-29,,,89760.69,0.08,7180.86,150.18,0.0,97091.73,97091.73,Aussie Sports Gear,AUD,pending,credit_card,NET30,jane.smith@company.com,Price negotiated,2022-10-29,2022-12-03,invoices.csv,2026-02-10T22:25:28.068809
INV-8C13C0BA,VND-006,INV-BOOKWRLD-2024-00660,2024-12-31,2024-12-31,2025-02-13,PO-821305,296870.43000000005,0.0,0.0,107.28,296977.71,0.0,296977.71,BookWorld Publishing,GBP,paid,,NET15,jane.smith@company.com,,2024-12-31,2025-02-24,invoices.csv,2026-02-10T22:25:28.068809
INV-21FF86D7,VND-002,INV-GLOBGAD-2022-00726,2024-08-19,2024-08-19,,PO-607389,466900.47000000003,0.07,32683.03,0.0,0.0,499583.5,499583.5,Global Gadgets Ltd,USD,pending,credit_card,NET45,,,2024-08-19,2024-10-10,invoices.csv,2026-02-10T22:25:28.068809
INV-B49EF1BD,VND-003,INV-NORDHOME-2023-00453,2022-08-19,2022-08-19,,PO-457032,11615.72,0.08,929.26,179.18,0.0,12724.16,12724.16,Nordic Home Essentials,EUR,pending,,NET30,jane.smith@company.com,,2022-08-19,2022-09-30,invoices.csv,2026-02-10T22:25:28.068809
INV-75B4DF3E,VND-001,INV-TECHFLOW-2024-00285,2024-08-05,2024-05-08,2024-09-12,PO-742533,253918.52,0.05,12695.93,368.79,266983.24,0.0,266983.24,TechFlow Electronics,USD,paid,credit_card,NET30,john.doe@company.com,,2024-08-05,2024-08-22,invoices.csv,2026-02-10T22:25:28.068809
INV-07542746,VND-005,INV-FASHITA-2023-00668,2024-03-08,2024-08-03,2024-08-21,PO-265903,279285.27999999997,0.21,58649.91,118.15,338053.34,0.0,338053.34,FashionFirst Italia,EUR,paid,,NET30,john.doe@company.com,,2024-08-03,2024-08-04,invoices.csv,2026-02-10T22:25:28.068809
INV-DFD05FA2,VND-006,INV-NORDHOME-2022-00096,2022-10-16,2022-10-16,2022-10-31,PO-295217,436804.29,0.21,91728.9,32.23,528565.42,0.0,528565.42,BookWorld Publishing,GBP,paid,credit_card,NET15,procurement@company.com,Price negotiated,2022-10-16,2022-10-16,invoices.csv,2026-02-10T22:25:28.068809
INV-FE609EC6,VND-008,INV-TECHFLOW-2022-00237,2024-03-06,2024-06-03,2024-04-16,PO-309930,169335.30000000002,0.2,33867.06,385.55,203587.91,0.0,203587.91,BeautyBliss Cosmetics,EUR,paid,check,NET30,procurement@company.com,,2024-03-06,2024-04-05,invoices.csv,2026-02-10T22:25:28.068809
INV-7B6104E2,VND-003,INV-NORDHOME-2023-00168,2023-01-21,2023-01-21,2023-01-29,PO-497557,77435.27,0.2,15487.05,304.12,93226.44,0.0,93226.44,Nordic Home Essentials,GBP,paid,,NET30,jane.smith@company.com,,2023-01-21,2023-03-06,invoices.csv,2026-02-10T22:25:28.068809
INV-C4D48472,VND-007,INV-MAPLETOY-2022-00115,2023-10-12,2023-12-10,2023-11-01,PO-313894,66101.45,0.08,5288.12,235.64,44964.4,26660.81,71625.21,MapleCraft Toys,CAD,partial,wire_transfer,NET30,,,2023-10-12,2023-10-19,invoices.csv,2026-02-10T22:25:28.068809
INV-82693F22,VND-006,INV-BOOKWRLD-2024-00635,2023-02-23,2023-02-23,,,396797.9,0.05,19839.9,111.93,252609.34,164140.39,416749.73,BookWorld Publishing,GBP,overdue,check,NET15,john.doe@company.com,Damaged items replaced,2023-02-23,2023-03-14,invoices.csv,2026-02-10T22:25:28.068809
